Id,SSN,Age,Salary,COVID Test Result,Pre-Existing Conditions,Recovery Time
0787,757-86-4435,49,101000,1,diabetes,6
0660,120-64-6841,51,43000,1,diabetes,3
0157,845-56-8256,21,46000,1,none,5
0097,286-26-2525,22,55000,1,none,6
0601,217-14-8154,50,55000,1,asthma,3
0080,026-61-0402,37,57000,0,none,0
0686,884-80-0557,25,53000,1,none,2
0614,513-40-6511,41,78000,1,asthma,6
0529,751-45-1671,41,53000,1,diabetes,5
0683,228-55-3611,35,59000,1,none,2
0983,300-46-6317,19,68000,0,none,0
0300,166-22-5206,56,89000,1,none,6
0871,617-78-7700,20,96000,0,none,0
0453,470-84-4677,30,83000,1,none,3
0997,380-50-5157,55,62000,1,diabetes,6
0925,651-74-2206,23,96000,1,diabetes,4
0553,148-48-5353,19,44000,0,high blood pressure,0
0048,255-14-4206,23,94000,0,none,0
0565,781-32-2074,32,50000,0,high blood pressure,0
0954,166-76-7558,49,57000,1,asthma,7
0548,284-10-7066,23,47000,0,none,0
0172,077-03-7704,38,91000,1,high blood pressure,7
0429,540-55-0387,55,53000,0,asthma,0
0899,478-56-8288,40,86000,1,high blood pressure,6
0294,484-02-0667,26,50000,0,none,0
0273,271-21-6703,56,102000,1,none,3
0949,565-26-1854,34,70000,1,none,7
0823,206-74-7782,39,72000,1,none,2
0729,340-85-5038,58,100000,1,diabetes,7
0690,020-12-7335,37,95000,1,none,4
0991,535-61-2554,29,61000,1,diabetes,6
0516,777-57-5070,28,43000,0,none,0
0737,717-25-3224,24,48000,1,none,6
0307,745-62-8713,35,86000,0,none,0
0342,625-58-8231,58,64000,1,none,4
0399,618-24-0043,56,103000,1,diabetes,7
0907,176-46-5578,45,78000,0,high blood pressure,0
0299,748-82-3177,29,64000,0,diabetes,0
0239,362-42-3836,53,93000,1,diabetes,7
0636,283-67-8070,20,86000,1,none,2
0840,053-05-6544,20,74000,0,none,0
0743,741-68-2388,20,55000,1,none,2
0462,285-67-8764,34,85000,0,asthma,0
0010,286-72-6737,19,70000,1,none,7
0404,088-17-4158,51,102000,1,diabetes,6
0487,635-50-8264,50,61000,1,none,2
0382,181-34-5466,20,69000,0,diabetes,0
0890,636-25-4557,52,65000,0,diabetes,0
0476,834-75-3355,27,86000,1,none,2
0349,525-01-4245,54,96000,1,diabetes,3
0051,242-38-0338,33,66000,0,none,0
0824,425-28-2047,30,84000,0,diabetes,0
0187,640-71-7850,40,75000,0,asthma,0
0038,050-44-2011,18,74000,1,asthma,6
0694,607-57-4510,55,53000,1,high blood pressure,5
0497,840-23-7385,27,96000,0,none,0
0258,822-33-0276,57,103000,1,diabetes,4
0861,615-27-3587,40,80000,1,diabetes,7
0876,528-66-2784,35,82000,0,none,0
0697,773-05-5386,28,54000,1,none,2
0695,103-44-2863,47,94000,0,none,0
0921,887-58-6180,47,94000,1,none,5
0794,512-82-1205,34,45000,0,none,0
0761,310-01-7285,18,82000,0,none,0
0923,748-74-8026,50,91000,1,none,4
0714,653-85-0866,32,84000,1,diabetes,6
0693,531-16-6723,18,98000,0,none,0
0929,745-67-4434,38,51000,1,none,7
0050,356-76-6650,27,74000,0,diabetes,0
0563,516-37-8427,39,71000,0,none,0
0154,247-71-1463,49,57000,1,diabetes,4
0783,288-36-8837,32,103000,0,none,0
0825,172-73-2287,38,43000,1,none,4
0179,224-34-3248,47,90000,1,asthma,6
0809,820-85-7110,19,47000,0,none,0
0589,732-20-0351,28,86000,0,asthma,0
0615,624-65-4213,20,56000,0,high blood pressure,0
0023,333-67-1287,32,89000,0,asthma,0
0684,600-87-1516,54,68000,1,diabetes,6
0146,862-41-4132,47,55000,1,none,2
0329,463-77-1267,56,54000,1,diabetes,7
0303,423-55-6151,33,46000,0,diabetes,0
0580,724-26-5403,57,62000,1,diabetes,3
0933,814-16-4012,20,61000,1,none,4
0805,436-88-8500,23,47000,0,diabetes,0
0340,528-68-6141,49,55000,1,asthma,7
0246,214-20-5528,58,75000,1,diabetes,7
0922,523-11-0635,45,42000,0,high blood pressure,0
0696,026-45-3435,51,86000,0,diabetes,0
0167,844-26-1516,47,67000,0,none,0
0402,867-58-8764,46,45000,0,diabetes,0
0586,467-57-3200,25,61000,1,none,4
0451,172-43-4016,48,64000,0,diabetes,0
0027,357-16-3223,42,86000,1,diabetes,6
0688,322-23-6407,56,49000,0,high blood pressure,0
0160,180-86-2875,50,100000,1,none,3
0979,307-32-6317,35,91000,1,none,3
0575,611-21-2502,51,58000,1,asthma,5
0513,104-68-3700,42,99000,0,none,0
0438,068-13-8487,20,82000,0,none,0
0862,257-14-3364,52,63000,1,high blood pressure,7
0581,128-86-7152,34,93000,1,none,7
0941,704-71-3627,25,61000,1,none,4
0682,642-37-5762,42,43000,0,high blood pressure,0
0661,423-68-4768,52,54000,1,high blood pressure,6
0547,284-08-7863,21,44000,1,none,2
0025,840-84-5646,32,97000,1,none,2
0216,784-86-3686,29,59000,0,none,0
0990,866-25-8384,26,65000,1,none,7
0728,881-45-5226,33,67000,1,none,5
0896,640-35-4260,38,73000,0,high blood pressure,0
0248,508-36-5785,55,62000,1,asthma,5
0407,006-88-3676,55,53000,1,high blood pressure,5
0993,066-51-4430,26,97000,1,none,7
0587,378-23-8432,21,68000,1,asthma,6
0475,830-42-7167,28,62000,0,none,0
0378,783-20-1283,45,83000,1,diabetes,5
0891,185-88-2503,40,63000,1,none,7
0086,818-72-2217,19,78000,1,none,2
0901,014-14-2417,49,71000,0,asthma,0
0082,611-42-6812,51,90000,1,high blood pressure,7
0072,366-31-7381,57,72000,1,high blood pressure,5
0081,065-10-5850,28,47000,0,high blood pressure,0
0222,271-40-6000,50,69000,1,diabetes,3
0333,603-85-7202,25,74000,1,high blood pressure,7
0468,346-48-0116,23,84000,1,none,4
0803,581-60-7010,55,63000,1,high blood pressure,7
0343,712-72-8455,50,49000,1,high blood pressure,7
0981,661-36-4546,29,75000,1,none,4
0906,643-75-3177,39,95000,0,high blood pressure,0
0698,825-05-8032,44,63000,1,diabetes,7
0058,664-05-2411,50,102000,1,diabetes,6
0527,610-04-8115,39,83000,1,none,2
0233,252-81-7007,44,54000,1,high blood pressure,5
0945,625-58-6513,34,62000,0,diabetes,0
0578,250-11-7267,37,47000,0,none,0
0277,615-82-0147,33,63000,1,none,7
0820,272-68-2573,43,101000,1,asthma,6
0107,430-22-3641,22,103000,1,diabetes,3
0577,774-55-7567,26,44000,1,none,6
0285,271-18-2413,55,75000,1,high blood pressure,4
0849,673-16-8785,29,69000,1,none,2
0746,064-58-4005,53,62000,0,high blood pressure,0
0326,471-15-2284,38,43000,1,none,6
0956,084-54-4530,23,52000,0,none,0
0624,408-66-3043,39,49000,0,none,0
0522,781-27-6031,56,50000,1,asthma,6
0147,707-84-2128,50,102000,1,high blood pressure,5
0759,022-52-7551,18,60000,0,none,0
0225,268-68-8783,45,45000,1,asthma,3
0760,762-51-5068,54,61000,1,high blood pressure,7
0607,045-37-3364,45,88000,1,asthma,5
0276,834-25-7815,52,83000,1,asthma,7
0969,725-65-5081,39,69000,0,high blood pressure,0
0940,448-55-4131,43,58000,1,high blood pressure,6
0168,745-71-2712,54,82000,1,high blood pressure,5
0437,518-85-0487,23,52000,1,none,2
0214,152-83-3055,41,89000,1,diabetes,5
0408,836-52-5284,18,47000,0,asthma,0
0659,025-24-4565,31,56000,0,none,0
0889,143-52-0681,36,76000,0,none,0
0773,545-88-5316,38,69000,1,high blood pressure,6
0419,805-85-2675,49,97000,1,high blood pressure,6
0384,876-05-3217,33,79000,0,none,0
0444,836-10-8360,18,53000,1,asthma,6
0835,756-67-4075,53,94000,0,none,0
0756,564-07-1020,33,70000,0,none,0
0525,747-65-0640,39,72000,1,none,2
0639,070-02-5884,18,90000,1,asthma,5
0380,587-07-7228,44,43000,1,asthma,5
0367,816-15-2686,43,85000,1,asthma,6
0819,356-51-1867,42,95000,1,high blood pressure,7
0381,321-05-2628,26,67000,0,none,0
0965,314-24-7427,55,85000,1,diabetes,3
0377,064-21-0565,48,100000,1,asthma,6
0174,205-05-8461,43,87000,1,asthma,6
0313,345-02-8738,47,82000,1,high blood pressure,6
0557,720-31-5864,43,73000,1,diabetes,6
0042,077-51-1611,19,92000,0,diabetes,0
0281,061-87-1824,29,102000,1,asthma,4
0359,254-07-1080,33,90000,0,none,0
0895,147-68-4551,45,74000,1,high blood pressure,5
0237,574-48-1713,34,48000,1,high blood pressure,7
0131,377-86-6032,50,81000,0,high blood pressure,0
0591,254-33-8530,32,59000,1,none,4
0943,573-51-2330,22,86000,1,none,2
0454,574-48-6323,44,53000,1,diabetes,7
0999,548-85-0033,54,101000,1,diabetes,6
0888,600-05-0435,38,77000,0,diabetes,0
0461,452-75-6672,18,48000,1,high blood pressure,6
0939,372-62-7057,25,61000,1,none,7
0245,037-18-8368,33,56000,0,none,0
0191,235-38-3178,42,84000,0,high blood pressure,0
0625,762-12-2851,48,93000,1,asthma,5
0865,174-62-3018,38,65000,1,none,2
0370,566-02-4018,21,65000,0,diabetes,0
0116,637-84-7637,55,66000,1,asthma,6
0108,342-75-1252,50,97000,1,asthma,6
0482,535-66-0443,31,46000,0,none,0
0452,040-13-1502,56,75000,1,asthma,5
0109,628-54-7330,38,80000,0,none,0
0477,344-17-7520,18,69000,0,high blood pressure,0
0224,741-61-8537,32,52000,0,none,0
0182,550-73-4040,20,44000,0,none,0
0034,845-33-1781,33,62000,1,diabetes,7
0703,415-57-6521,28,69000,0,none,0
0687,200-70-4261,33,74000,0,diabetes,0
0799,020-77-6543,19,92000,1,none,3
0558,832-52-6077,44,82000,1,diabetes,3
0019,273-17-0574,28,88000,1,none,3
0948,087-21-3834,50,74000,0,high blood pressure,0
0185,241-83-2161,39,50000,0,none,0
0030,653-04-8072,38,59000,1,diabetes,7
0833,363-43-7755,42,59000,0,high blood pressure,0
0127,881-76-1344,52,66000,0,asthma,0
0675,226-14-2212,39,92000,1,none,5
0417,001-18-5753,37,46000,0,none,0
0801,658-88-0275,51,81000,1,diabetes,3
0875,664-07-8080,53,69000,1,high blood pressure,7
0970,364-16-8605,22,47000,1,none,5
0286,338-88-3337,35,78000,0,high blood pressure,0
0320,721-50-3574,31,100000,0,none,0
0620,610-31-8332,46,84000,1,asthma,7
0847,741-57-2457,19,90000,0,none,0
0517,854-40-4134,21,79000,0,asthma,0
0710,211-45-1452,18,68000,0,none,0
0817,283-50-0134,37,78000,0,high blood pressure,0
0385,242-45-0178,43,78000,1,none,2
0446,138-30-4183,43,66000,0,diabetes,0
0932,413-03-2714,42,102000,1,none,2
0588,062-76-3572,24,55000,1,high blood pressure,4
0994,758-48-1527,45,53000,0,diabetes,0
0679,780-50-5434,54,57000,0,diabetes,0
0653,017-34-2408,21,73000,0,high blood pressure,0
0416,277-42-6204,24,92000,0,high blood pressure,0
0163,603-64-2163,52,81000,1,high blood pressure,6
0712,524-42-4686,52,50000,1,asthma,7
0420,245-70-4703,53,74000,1,diabetes,3
0141,013-51-1811,35,81000,1,diabetes,4
0138,188-40-8755,39,89000,1,none,7
0617,346-87-3164,24,79000,1,none,2
0490,475-02-4216,36,92000,0,high blood pressure,0
0789,345-51-3368,55,61000,0,diabetes,0
0208,881-32-3377,24,54000,1,none,5
0069,525-72-3840,21,72000,0,none,0
0858,241-51-2586,55,66000,0,none,0
0655,456-70-3847,21,91000,1,none,4
0295,001-40-0382,54,46000,0,diabetes,0
0070,843-34-7184,28,92000,0,high blood pressure,0
0500,488-48-3084,30,60000,0,none,0
0530,130-41-0533,40,82000,1,diabetes,7
0247,537-62-7845,23,84000,0,none,0
0150,262-22-7548,20,59000,1,none,3
0822,352-64-1853,33,94000,0,none,0
0266,553-53-0271,24,94000,0,none,0
0334,635-31-7274,56,71000,1,high blood pressure,6
0015,712-73-3805,23,80000,0,high blood pressure,0
0750,652-80-8676,23,65000,0,none,0
0992,436-87-0818,26,47000,0,none,0
0544,076-18-2062,19,63000,1,none,5
0951,264-57-2601,26,70000,0,none,0
0974,244-50-1580,53,45000,1,high blood pressure,3
0145,000-35-7815,55,99000,1,asthma,4
0532,453-03-2773,24,59000,1,high blood pressure,6
0510,026-47-7572,56,86000,1,diabetes,7
0733,467-26-5888,47,96000,1,diabetes,6
0271,280-11-2056,48,53000,1,asthma,6
0642,056-62-7527,43,47000,1,asthma,6
0900,744-45-7385,33,80000,1,none,7
0886,124-34-8208,19,93000,1,none,2
0217,300-01-5162,55,84000,1,asthma,7
0740,773-70-8355,56,53000,0,asthma,0
0498,051-34-0686,51,81000,1,high blood pressure,6
0583,685-71-0400,48,74000,1,high blood pressure,7
0310,622-02-4314,36,91000,1,none,6
0518,865-08-0551,42,46000,1,high blood pressure,7
0519,070-36-8572,32,50000,0,diabetes,0
0605,346-13-1470,37,42000,1,diabetes,4
0088,424-18-6176,48,42000,1,high blood pressure,4
0278,632-44-8727,53,91000,0,asthma,0
0478,248-27-6601,24,48000,0,none,0
0914,511-36-0022,37,61000,0,high blood pressure,0
0432,203-42-0438,27,100000,0,none,0
0032,805-36-5581,40,98000,0,high blood pressure,0
0911,841-00-2581,45,97000,1,high blood pressure,4
0537,868-00-2427,51,82000,1,asthma,7
0450,741-13-7531,43,86000,1,high blood pressure,5
0004,631-15-7472,49,90000,1,diabetes,6
0410,362-87-0121,47,52000,1,diabetes,7
0347,233-88-2700,51,54000,1,diabetes,5
0411,232-88-1400,30,50000,0,none,0
0148,738-66-2338,26,87000,1,none,6
0496,205-26-5733,29,55000,0,none,0
0852,570-28-6676,37,42000,0,none,0
0095,771-65-3032,20,61000,0,none,0
0623,471-53-1427,42,88000,1,diabetes,5
0612,668-24-1854,26,48000,1,high blood pressure,5
0887,042-70-2354,33,68000,0,high blood pressure,0
0372,161-13-4123,53,64000,1,diabetes,5
0780,384-51-8738,30,50000,1,none,2
0162,325-41-7785,21,91000,0,none,0
0403,131-38-0866,31,70000,1,none,4
0398,838-82-7241,20,47000,1,none,2
0868,341-43-0015,22,98000,0,diabetes,0
0942,720-36-6441,38,93000,0,none,0
0114,000-60-7855,43,54000,0,asthma,0
0878,626-48-1827,20,65000,1,none,2
0631,453-33-3833,28,53000,0,none,0
0856,588-40-6236,50,81000,1,high blood pressure,7
0782,000-62-0045,38,91000,0,none,0
0555,182-80-5670,58,68000,0,asthma,0
0261,675-51-6848,25,54000,1,none,3
0053,121-26-4163,44,79000,1,diabetes,6
0195,040-15-1315,45,82000,1,diabetes,5
0252,602-85-5034,19,51000,0,none,0
0816,640-74-2640,35,83000,1,none,3
0654,213-83-5013,28,64000,1,none,2
0390,026-27-0882,45,44000,1,asthma,7
0054,716-20-6217,26,96000,0,none,0
0449,321-65-8344,23,53000,0,none,0
0681,075-00-5225,41,95000,0,diabetes,0
0357,568-17-8721,46,51000,1,high blood pressure,7
0507,388-45-0340,57,42000,1,high blood pressure,6
0715,201-76-3465,32,67000,1,none,2
0177,126-20-8312,37,42000,0,none,0
0550,147-15-7273,39,61000,1,none,2
0539,276-48-3271,52,64000,1,high blood pressure,3
0947,511-61-7840,44,102000,1,high blood pressure,5
0590,653-28-4377,28,102000,1,none,5
0124,056-64-8521,18,48000,1,none,2
0031,670-74-7554,52,65000,1,high blood pressure,6
0912,012-44-8848,37,75000,1,none,3
0718,745-12-2233,35,69000,1,high blood pressure,7
0928,658-57-6305,48,58000,0,high blood pressure,0
0902,670-23-8863,40,50000,0,asthma,0
0033,025-40-2758,38,50000,0,high blood pressure,0
0061,001-03-7460,50,89000,1,high blood pressure,7
0243,013-63-3142,40,78000,1,none,4
0068,375-54-6310,53,79000,1,none,6
0322,083-53-7552,37,71000,1,asthma,6
0113,776-48-6880,52,57000,1,asthma,6
0867,547-26-1511,33,90000,0,none,0
0936,353-76-7007,35,56000,0,none,0
0804,414-86-0772,38,88000,0,none,0
0745,747-76-6817,38,98000,0,none,0
